"permalink","text","numLines","images","likes","comments","shares","liked","fullName","subtitle","profileUrl"
"https://www.linkedin.com/posts/satyanadella_thank-you-pm-narendra-modi-ji-for-your-leadership-activity-7282044671915184128-oyQm?utm_source=combined_share_message&utm_medium=member_desktop_web","Thank you, PM Narendra Modi ji for your leadership. Excited to build on our commitment to making India AI-first and work together on our continued expansion in the country to ensure every Indian benefits from this AI platform shift.",3,"",25581,416,311,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
"https://www.linkedin.com/posts/satyanadella_the-golden-opportunity-for-american-ai-activity-7281031042512142337-tEvs?utm_source=combined_share_message&utm_medium=member_desktop_web","Every general-purpose technology creates new opportunity across the economy. But it requires companies and countries to invest in new infrastructure and equip people with the right skills. And that’s what we are doing at Microsoft in this AI era, starting in the US.

As Brad Smith outlines, we want to ensure every American benefits from this AI platform shift, whether it is a scientist discovering a new drug or a high school grad launching a career in cyber security, a farmer embracing precision agriculture or a small business owner becoming more competitive.",3,"",4614,244,361,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
"https://www.linkedin.com/posts/satyanadella_github-copilot-free-for-vs-code-has-arrived-activity-7275211018723540993-Mpfb?utm_source=combined_share_message&utm_medium=member_desktop_web","GitHub Copilot Free for VS Code has arrived.

Sign up today: https://lnkd.in/gdAcfCnm",3,"",26424,930,3130,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
"https://www.linkedin.com/posts/satyanadella_the-pace-of-ai-innovation-this-past-year-activity-7274843267580477441-rdCW?utm_source=combined_share_message&utm_medium=member_desktop_web","The pace of AI innovation this past year has been truly remarkable. But looking back, what stands out most is the incredible speed at which this technology has diffused, turning innovation into real impact—one person, one organization, one community at a time. 

And throughout 2024, I had the privilege of witnessing countless examples of this around the world.",3,"",12620,494,1020,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
"https://www.linkedin.com/posts/satyanadella_legend-alvida-musicliveson-activity-7274298189300555776-6BDH?utm_source=combined_share_message&utm_medium=member_desktop_web","A true legend, Ustad Zakir Hussain, who brought immense joy through his rhythmic brilliance. Your music transcends boundaries and will live on forever. #Legend #Alvida #MusicLivesOn",3,"",8603,172,51,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
"https://www.linkedin.com/posts/satyanadella_i-just-loved-this-example-our-healthcare-activity-7274210984485904384-hN10?utm_source=combined_share_message&utm_medium=member_desktop_web","I just loved this example our healthcare team shared at a recent radiology conference about the power of Microsoft 365 Copilot to transform work and workflow. 

In this case, it's a team of radiologists preparing for a tumor board meeting, helping them to create a draft agenda, take notes, write a teaching file, and then pull together a presentation. And we're seeing real world examples like this one across every sector.",3,"",5519,208,511,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
"https://www.linkedin.com/posts/satyanadella_agents-in-microsoft-365-copilot-work-with-activity-7273386861333536770-PIId?utm_source=combined_share_message&utm_medium=member_desktop_web","Agents in Microsoft 365 Copilot work with you and on your behalf, breaking down silos across your business applications.

And it's fantastic to see how our partners like Adobe, SAP, ServiceNow, and more are building agents to bring their unique knowledge right into the flow of your work and transform every business process and function, from HR and finance to sales.

The notion that you have go to siloed, bespoke business applications one at a time will be a thing of the past. 

You can see this in action below, and learn more here: https://lnkd.in/dF9hZ2RQ",3,"",3165,127,369,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
"https://www.linkedin.com/posts/peterlee4_phi-4-is-here-a-small-language-model-activity-7273141562191015937-jbCz?utm_source=combined_share_message&utm_medium=member_desktop_web","🚀 Phi-4 is here! A small language model that performs as well as (and often better than) large models on certain types of complex reasoning tasks such as math. Useful for us in @MSFTResearch, and available now for all researcher on the Azure AI Foundry! https://aka.ms/phi4blog",3,"",2989,82,282,false,"Peter Lee","President, Microsoft Research","https://www.linkedin.com/in/peterlee4"
"https://www.linkedin.com/posts/satyanadella_theres-so-much-to-love-about-copilot-but-activity-7273047537534558208-arnn?utm_source=combined_share_message&utm_medium=member_desktop_web","There's so much to love about Copilot, but Copilot Voice is a standout for me. Voice is more than a modality. It's quick, intuitive, natural, and even changes its tone depending on how you interact with it. It fundamentally changes how we connect with technology in this new age of AI. Try it for yourself: https://lnkd.in/gFdCwfwB",3,"",2817,184,243,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
"https://www.linkedin.com/posts/satyanadella_neurips2024-activity-7273038825784799232-uYhP?utm_source=combined_share_message&utm_medium=member_desktop_web","Proud of the depth and breadth of contributions from Microsoft researchers at this year's NeurIPS!",3,"",859,37,45,false,"Satya Nadella","Chairman and CEO at Microsoft","https://www.linkedin.com/in/satyanadella"
